QQ浏览器,系统,1079,449080686,447362859,1717827,2454038.571,2018/6/3
阿里星球,视频,1088,330138000,330132719,5281,7544.285714,2018/6/3
铃声多多,视频,111237,209312857,208858217,454640,649485.7143,2018/6/3
掌阅iReader,阅读,1152,173903011,173719342,183669,262384.2857,2018/6/3
讯飞输入法,社交,1167,346907899,346063175,844724,1206748.571,2018/6/3
百度视频,视频,12272,165342578,165258041,84537,120767.1429,2018/6/3
Flipboard,阅读,123565,114027763,113935829,91934,131334.2857,2018/6/3
唱吧,视频,125088,110706901,110642137,64764,92520,2018/6/3
今日头条,视频,141843,348511121,346624203,1886918,2695597.143,2018/6/3
墨迹天气,工具,1433,427384778,426553989,830789,1186841.429,2018/6/3
360桌面,系统,1438,261665916,261606984,58932,84188.57143,2018/6/3
鲁大师,系统,147287,98700968,98179922,521046,744351.4286,2018/6/3
三星打印服务插件,系统,1557729,115243882,115142290,101592,145131.4286,2018/6/3
360省电王,系统,1569,197633921,197555525,78396,111994.2857,2018/6/3
搜狐视频,视频,1586,235268409,235074433,193976,277108.5714,2018/6/3
手机京东,育儿母婴,1588,174641902,172484104,2157798,3082568.571,2018/6/3
开心消消乐,游戏,1625930,422805666,421950566,855100,1221571.429,2018/6/3
酷我音乐,视频,1656,412676957,411746297,930660,1329514.286,2018/6/3
360清理大师,系统,1781604,199377669,197940379,1437290,2053271.429,2018/6/3
搜狐新闻,阅读,1849,98912169,98483862,428307,611867.1429,2018/6/3
滴滴出行,出行,185732,155061395,154088699,972696,1389565.714,2018/6/3
平安普惠,理财,1937214,221439689,184203555,37236134,53194477.14,2018/6/3
支付宝,理财,1939,695386710,693175659,2211051,3158644.286,2018/6/3
腾讯新闻,阅读,19467,322933309,322125179,808130,1154471.429,2018/6/3
360免费WiFi,系统,1954941,252438723,252124354,314369,449098.5714,2018/6/3
美图秀秀,摄影,1977,413021011,412325117,695894,994134.2857,2018/6/3
微博,阅读,2012,699206422,697872505,1333917,1905595.714,2018/6/3
咪咕音乐,视频,201224,98034631,95774675,2259956,3228508.571,2018/6/3
UC浏览器,系统,2058,693934943,692382846,1552097,2217281.429,2018/6/3
腾讯视频,视频,2087,454111034,451582691,2528343,3611918.571,2018/6/3
QQ邮箱,办公商务,209310,134069052,133877167,191885,274121.4286,2018/6/3
唯品会,购物,21972,104453340,103949509,503831,719758.5714,2018/6/3
中华万年历日历,工具,2272,146810359,146505445,304914,435591.4286,2018/6/3
美颜相机,摄影,229226,178488110,177911491,576619,823741.4286,2018/6/3
360超级ROOT-深度优化手机,工具,2304476,158080288,157962744,117544,167920,2018/6/3
喜马拉雅FM,视频,236026,90867996,90655338,212658,303797.1429,2018/6/3
